county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Santa Cruz,6/18/20,2,2,4,397,1,0,10
Monterey,6/18/20,20,1,21,824,5,0,89
Yolo,6/18/20,2,1,3,186,0,0,4
Calaveras,6/18/20,0,1,1,50,0,0,8
Amador,6/18/20,1,1,2,51,1,0,1
Santa Barbara,6/18/20,42,6,48,717,14,1,33
San Luis Obispo,6/18/20,6,2,8,450,3,0,19
El Dorado,6/18/20,0,3,3,227,0,3,8
Sacramento,6/18/20,34,13,47,2462,13,1,180
Mendocino,6/18/20,0,0,0,180,0,0,4
Tulare,6/18/20,47,4,51,780,8,0,11
Inyo,6/18/20,0,0,0,42,0,0,2
Yuba,6/18/20,4,0,4,445,1,0,8
Placer,6/18/20,12,7,19,753,3,2,60
Humboldt,6/18/20,0,3,3,352,0,1,4
Ventura,6/18/20,40,37,77,1372,13,10,39
Los Angeles,6/18/20,1406,494,1900,23644,403,88,1195
Butte,6/18/20,4,0,4,448,2,0,6
Santa Clara,6/18/20,38,11,49,3438,17,2,205
Contra Costa,6/18/20,25,18,43,1628,10,4,146
Lake,6/18/20,0,2,2,110,0,0,1
San Benito,6/18/20,0,0,0,25,0,0,1
Del Norte,6/18/20,0,0,0,51,0,0,2
Lassen,6/18/20,0,0,0,25,0,0,
Colusa,6/18/20,0,0,0,88,0,0,6
Kings,6/18/20,48,2,50,199,10,0,1
Siskiyou,6/18/20,1,0,1,65,1,0,4
Modoc,6/18/20,0,0,0,41,0,0,
Orange,6/18/20,335,87,422,6976,141,15,412
Fresno,6/18/20,72,26,98,2131,13,0,70
Stanislaus,6/18/20,56,37,93,1369,21,3,88
Imperial,6/18/20,72,1,73,237,16,0,6
San Bernardino,6/18/20,253,60,313,4821,87,8,156
Nevada,6/18/20,2,1,3,123,0,0,9
Trinity,6/18/20,0,2,2,54,0,0,
Tehama,6/18/20,0,0,0,106,0,0,4
Shasta,6/18/20,1,0,1,667,0,0,8
Glenn,6/18/20,1,0,1,47,0,0,
Kern,6/18/20,89,14,103,1742,41,0,87
Mono,6/18/20,0,0,0,40,0,0,2
Napa,6/18/20,4,3,7,397,0,0,5
Marin,6/18/20,5,1,6,390,2,0,9
San Joaquin,6/19/20,59,15,74,1376,19,2,56
Santa Cruz,6/19/20,4,4,8,397,1,2,7
San Diego,6/19/20,294,65,359,6214,143,10,302
Napa,6/19/20,3,8,11,397,0,0,4
Kern,6/19/20,93,10,103,1742,38,0,87
Kings,6/19/20,49,1,50,199,10,0,4
Ventura,6/19/20,43,38,81,1348,13,7,39
Tuolumne,6/19/20,0,0,0,151,0,0,2
Madera,6/19/20,10,1,11,528,5,0,11
Tehama,6/19/20,0,0,0,106,0,0,1
Sacramento,6/19/20,37,17,54,2479,16,5,180
Orange,6/19/20,344,66,410,6976,138,11,420
Nevada,6/19/20,2,3,5,123,0,0,5
Plumas,6/19/20,0,0,0,45,0,0,
El Dorado,6/19/20,0,3,3,235,0,3,9
Fresno,6/19/20,64,37,101,2135,16,2,72
Yolo,6/19/20,2,0,2,186,0,0,4
Calaveras,6/19/20,0,1,1,50,0,0,9
Del Norte,6/19/20,0,0,0,51,0,0,5
Alameda,6/19/20,80,57,137,2968,36,20,192
San Francisco,6/19/20,30,9,39,2647,8,4,151
Butte,6/19/20,4,1,5,448,2,1,9
Lassen,6/19/20,0,0,0,25,0,0,
Siskiyou,6/19/20,1,0,1,65,1,0,3
Colusa,6/19/20,0,0,0,88,0,0,6
Mono,6/19/20,0,0,0,40,0,0,2
Humboldt,6/19/20,0,1,1,352,0,1,1
Amador,6/19/20,0,0,0,51,0,0,2
Stanislaus,6/19/20,59,34,93,1364,23,4,86
Placer,6/19/20,11,11,22,753,3,2,65
Tulare,6/19/20,48,2,50,780,12,0,9
Mariposa,6/19/20,0,0,0,30,0,0,
Merced,6/19/20,9,1,10,242,3,0,5
Los Angeles,6/19/20,1426,494,1920,23649,408,73,1197
Monterey,6/19/20,18,1,19,824,5,0,87
Sonoma,6/19/20,4,4,8,871,3,1,57
Solano,6/19/20,17,7,24,707,6,0,49
Lake,6/19/20,0,0,0,110,0,0,1
Marin,6/19/20,5,0,5,390,3,0,12
Santa Barbara,6/19/20,46,4,50,717,17,1,53
Sutter,6/19/20,0,0,0,14,0,0,
Riverside,6/19/20,296,90,386,4013,72,25,91
Yuba,6/19/20,4,0,4,445,1,0,7
Trinity,6/19/20,0,4,4,54,0,0,
Modoc,6/19/20,0,0,0,41,0,0,
Glenn,6/19/20,0,0,0,47,0,0,
Shasta,6/19/20,1,0,1,667,1,0,1
San Luis Obispo,6/19/20,5,2,7,440,3,0,15
San Mateo,6/19/20,15,5,20,1089,5,0,61
Contra Costa,6/19/20,30,11,41,1628,9,1,150
Mendocino,6/19/20,1,3,4,180,0,0,4
Santa Clara,6/19/20,39,21,60,3438,18,3,209
Imperial,6/19/20,80,0,80,237,17,0,5
Inyo,6/19/20,0,0,0,42,0,0,2
San Bernardino,6/19/20,261,57,318,4821,90,9,147
San Benito,6/19/20,0,0,0,25,0,0,2
Santa Clara,6/20/20,41,14,55,3438,20,1,212
Placer,6/20/20,10,11,21,753,2,2,62
Butte,6/20/20,3,0,3,448,3,0,11
Orange,6/20/20,363,83,446,6976,142,25,410
Fresno,6/20/20,71,44,115,2134,14,3,80
Calaveras,6/20/20,1,1,2,50,0,1,9
Tulare,6/20/20,47,2,49,780,10,1,8
Lassen,6/20/20,0,0,0,25,0,0,
Plumas,6/20/20,0,0,0,45,0,0,
Yuba,6/20/20,3,0,3,445,1,0,11
Santa Cruz,6/20/20,4,3,7,397,2,0,9
Marin,6/20/20,5,0,5,390,3,0,9
Madera,6/20/20,8,2,10,528,3,0,8
Sonoma,6/20/20,5,0,5,871,3,0,92
Tuolumne,6/20/20,0,0,0,151,0,0,4
San Luis Obispo,6/20/20,5,4,9,464,2,1,22
Modoc,6/20/20,0,0,0,41,0,0,
San Mateo,6/20/20,15,6,21,1089,7,0,62
Contra Costa,6/20/20,34,17,51,1628,8,6,145
Alameda,6/20/20,77,44,121,2968,33,12,203
Humboldt,6/20/20,0,1,1,352,0,1,4
Napa,6/20/20,2,8,10,397,0,0,5
Lake,6/20/20,0,0,0,110,0,0,1
Mendocino,6/20/20,0,0,0,180,0,0,6
San Diego,6/20/20,280,50,330,6169,138,10,308
Los Angeles,6/20/20,1453,516,1969,23631,408,87,1276
Sutter,6/20/20,0,0,0,14,0,0,
Ventura,6/20/20,47,26,73,1352,13,3,40
Kings,6/20/20,44,0,44,199,8,0,2
Mono,6/20/20,0,0,0,40,0,0,2
Nevada,6/20/20,3,3,6,123,1,0,4
Glenn,6/20/20,0,0,0,47,0,0,
Sacramento,6/20/20,39,14,53,2452,19,4,171
Imperial,6/20/20,89,0,89,237,20,0,4
Del Norte,6/20/20,0,0,0,51,0,0,5
Kern,6/20/20,103,13,116,1742,42,0,89
Shasta,6/20/20,1,0,1,667,1,0,3
Colusa,6/20/20,0,0,0,88,0,0,6
San Benito,6/20/20,0,0,0,25,0,0,3
Santa Barbara,6/20/20,52,5,57,717,16,1,46
El Dorado,6/20/20,0,2,2,235,0,2,9
Inyo,6/20/20,0,0,0,42,0,0,3
Tehama,6/20/20,0,0,0,106,0,0,2
San Francisco,6/20/20,32,24,56,2647,10,5,140
Riverside,6/20/20,297,69,366,3959,77,23,113
Stanislaus,6/20/20,67,30,97,1364,23,4,97
Mariposa,6/20/20,0,0,0,30,0,0,
San Joaquin,6/20/20,67,20,87,1376,23,5,61
Amador,6/20/20,0,0,0,51,0,0,1
Monterey,6/20/20,19,0,19,824,5,0,81
Merced,6/20/20,9,1,10,242,3,1,3
Yolo,6/20/20,3,0,3,186,1,0,3
Solano,6/20/20,22,10,32,707,7,0,47
Trinity,6/20/20,0,4,4,54,0,0,
San Bernardino,6/20/20,252,78,330,4821,94,5,149
Siskiyou,6/20/20,1,0,1,65,1,0,4
Ventura,6/21/20,51,37,88,1345,14,10,37
Kings,6/21/20,45,0,45,199,7,0,3
Sutter,6/21/20,0,0,0,14,0,0,
Glenn,6/21/20,0,0,0,47,0,0,
San Luis Obispo,6/21/20,4,2,6,461,2,0,26
Alameda,6/21/20,76,43,119,2968,30,12,203
Santa Barbara,6/21/20,46,8,54,717,19,2,43
Humboldt,6/21/20,0,1,1,352,0,1,3
Kern,6/21/20,108,17,125,1742,41,0,90
Riverside,6/21/20,299,106,405,3960,87,23,105
Mendocino,6/21/20,0,0,0,180,0,0,10
Tuolumne,6/21/20,0,0,0,151,0,0,5
Calaveras,6/21/20,0,1,1,50,0,0,10
Sacramento,6/21/20,46,15,61,2450,22,6,184
Yolo,6/21/20,3,1,4,186,1,1,0
Mariposa,6/21/20,0,0,0,30,0,0,
San Mateo,6/21/20,18,9,27,1089,8,1,63
Lake,6/21/20,0,1,1,110,0,0,2
Solano,6/21/20,20,9,29,707,8,1,45
Imperial,6/21/20,95,0,95,237,21,0,1
San Diego,6/21/20,277,49,326,6088,137,15,330
Los Angeles,6/21/20,1515,486,2001,23624,412,80,1316
Madera,6/21/20,7,0,7,528,3,0,12
Inyo,6/21/20,0,0,0,42,0,0,3
Mono,6/21/20,0,0,0,40,0,0,2
Yuba,6/21/20,3,0,3,445,2,0,11
Colusa,6/21/20,0,1,1,88,0,0,6
San Benito,6/21/20,0,0,0,25,0,0,3
Shasta,6/21/20,2,1,3,667,1,1,2
Plumas,6/21/20,0,0,0,45,0,0,
Butte,6/21/20,6,0,6,448,5,0,10
San Francisco,6/21/20,37,7,44,2647,12,1,149
Contra Costa,6/21/20,35,16,51,1628,10,7,147
Tulare,6/21/20,49,5,54,780,10,1,13
Marin,6/21/20,9,2,11,390,3,0,10
Santa Clara,6/21/20,40,21,61,3438,21,0,229
Siskiyou,6/21/20,1,0,1,65,1,0,4
Tehama,6/21/20,0,0,0,106,0,0,5
San Bernardino,6/21/20,270,74,344,4821,97,11,159
Fresno,6/21/20,73,31,104,2126,18,2,83
Napa,6/21/20,5,3,8,397,0,0,5
Nevada,6/21/20,3,4,7,123,2,0,3
Amador,6/21/20,0,1,1,51,0,1,0
Merced,6/21/20,9,3,12,242,3,0,3
Placer,6/21/20,11,9,20,753,1,1,56
El Dorado,6/21/20,0,2,2,235,0,2,8
San Joaquin,6/21/20,81,21,102,1376,24,2,58
Modoc,6/21/20,0,0,0,41,0,0,
Trinity,6/21/20,0,3,3,54,0,0,
Stanislaus,6/21/20,70,21,91,1369,24,3,96
Sonoma,6/21/20,4,3,7,871,3,0,62
Santa Cruz,6/21/20,5,4,9,397,2,0,11
Monterey,6/21/20,18,0,18,824,6,0,82
Orange,6/21/20,361,85,446,6976,142,29,406
Del Norte,6/21/20,0,0,0,51,0,0,6
Lassen,6/21/20,0,0,0,25,0,0,
Butte,6/22/20,6,3,9,448,3,2,11
Kings,6/22/20,47,0,47,199,8,0,1
Colusa,6/22/20,0,1,1,88,0,0,6
Santa Cruz,6/22/20,6,4,10,397,2,0,13
Siskiyou,6/22/20,1,0,1,65,1,0,4
Glenn,6/22/20,0,0,0,47,0,0,
Sonoma,6/22/20,6,1,7,871,4,1,58
Madera,6/22/20,6,1,7,528,2,0,15
Calaveras,6/22/20,0,0,0,50,0,0,10
Sacramento,6/22/20,46,8,54,2458,19,1,181
Fresno,6/22/20,83,39,122,2125,18,1,82
Sutter,6/22/20,0,0,0,14,0,0,
Santa Clara,6/22/20,48,16,64,3438,25,0,229
Inyo,6/22/20,0,0,0,42,0,0,3
Mendocino,6/22/20,0,0,0,180,0,0,10
Marin,6/22/20,11,2,13,390,4,0,14
Del Norte,6/22/20,0,0,0,51,0,0,6
Nevada,6/22/20,3,3,6,128,2,1,3
Imperial,6/22/20,95,0,95,237,17,0,0
Tehama,6/22/20,0,0,0,106,0,0,4
Amador,6/22/20,0,0,0,51,0,0,0
Placer,6/22/20,11,9,20,753,2,0,58
Stanislaus,6/22/20,73,19,92,1374,26,3,86
Mariposa,6/22/20,0,0,0,30,0,0,
San Luis Obispo,6/22/20,4,3,7,445,3,1,21
Orange,6/22/20,376,90,466,6976,152,24,413
San Diego,6/22/20,286,60,346,6067,137,18,357
Alameda,6/22/20,78,34,112,2968,30,8,196
Lake,6/22/20,0,0,0,110,0,0,2
Santa Barbara,6/22/20,51,7,58,717,20,1,36
Ventura,6/22/20,49,56,105,1342,14,13,38
Merced,6/22/20,7,2,9,242,3,0,4
Yolo,6/22/20,1,0,1,186,1,0,0
El Dorado,6/22/20,1,0,1,235,1,0,7
Tuolumne,6/22/20,0,0,0,151,0,0,4
Los Angeles,6/22/20,1556,534,2090,23612,406,76,1398
Monterey,6/22/20,20,1,21,824,7,0,91
Modoc,6/22/20,0,0,0,41,0,0,
Mono,6/22/20,0,0,0,40,0,0,2
San Bernardino,6/22/20,301,84,385,4821,109,14,128
San Joaquin,6/22/20,91,50,141,1376,22,5,58
Humboldt,6/22/20,0,1,1,352,0,0,3
Yuba,6/22/20,4,0,4,445,3,0,6
San Francisco,6/22/20,40,7,47,2337,12,2,140
San Benito,6/22/20,0,0,0,25,0,0,1
Solano,6/22/20,19,7,26,707,7,1,46
Napa,6/22/20,5,5,10,397,1,1,6
Riverside,6/22/20,316,107,423,3960,90,19,104
Trinity,6/22/20,0,2,2,54,0,0,
Lassen,6/22/20,0,0,0,25,0,0,
Plumas,6/22/20,0,0,0,45,0,0,
Shasta,6/22/20,2,0,2,667,1,0,4
Kern,6/22/20,115,14,129,1742,44,0,89
Tulare,6/22/20,53,4,57,780,10,0,6
San Mateo,6/22/20,19,4,23,1089,9,1,60
Contra Costa,6/22/20,32,19,51,1579,10,3,164
Mendocino,6/23/20,0,0,0,180,0,0,7
Santa Clara,6/23/20,57,15,72,3438,31,0,225
Plumas,6/23/20,0,0,0,45,0,0,
San Francisco,6/23/20,45,8,53,2647,16,2,145
Tuolumne,6/23/20,1,0,1,151,0,0,5
Monterey,6/23/20,21,2,23,824,7,0,88
El Dorado,6/23/20,1,2,3,235,1,2,6
Humboldt,6/23/20,1,1,2,352,1,0,1
San Joaquin,6/23/20,89,20,109,1376,23,3,61
Fresno,6/23/20,91,48,139,2133,22,0,83
Orange,6/23/20,406,79,485,6976,154,20,395
Amador,6/23/20,0,0,0,51,0,0,0
Shasta,6/23/20,3,0,3,667,1,0,5
Trinity,6/23/20,0,1,1,54,0,0,
Modoc,6/23/20,0,0,0,41,0,0,
Calaveras,6/23/20,0,1,1,50,0,0,12
San Diego,6/23/20,312,58,370,6183,146,11,338
Mariposa,6/23/20,0,0,0,30,0,0,
Marin,6/23/20,12,2,14,390,3,1,15
Sacramento,6/23/20,50,15,65,2477,18,0,171
Tulare,6/23/20,56,5,61,780,11,0,16
Santa Cruz,6/23/20,6,3,9,397,1,0,12
Nevada,6/23/20,3,2,5,126,2,0,4
Los Angeles,6/23/20,1633,626,2259,23601,416,100,1301
Butte,6/23/20,7,0,7,448,4,0,12
Del Norte,6/23/20,1,0,1,51,1,0,4
Madera,6/23/20,7,0,7,528,1,0,15
Glenn,6/23/20,0,0,0,47,0,0,
Ventura,6/23/20,54,40,94,1350,14,9,40
Kings,6/23/20,51,0,51,199,9,0,1
Colusa,6/23/20,0,1,1,88,0,0,6
Inyo,6/23/20,0,0,0,42,0,0,3
Sonoma,6/23/20,9,5,14,871,7,3,56
Kern,6/23/20,118,15,133,1742,43,1,87
Alameda,6/23/20,86,42,128,2968,33,11,196
Merced,6/23/20,9,3,12,242,3,0,4
Lake,6/23/20,0,1,1,110,0,1,0
Sutter,6/23/20,0,0,0,14,0,0,
Mono,6/23/20,0,0,0,40,0,0,2
San Benito,6/23/20,0,0,0,25,0,0,1
Yuba,6/23/20,6,1,7,445,1,0,10
Tehama,6/23/20,0,0,0,106,0,0,5
Santa Barbara,6/23/20,53,8,61,717,22,2,33
San Luis Obispo,6/23/20,5,2,7,461,2,1,19
Lassen,6/23/20,0,0,0,25,0,0,
Stanislaus,6/23/20,82,16,98,1374,27,2,84
Yolo,6/23/20,1,0,1,186,1,0,2
Napa,6/23/20,7,7,14,397,0,1,3
San Mateo,6/23/20,22,5,27,1089,8,2,62
Riverside,6/23/20,315,119,434,4010,92,23,98
San Bernardino,6/23/20,311,130,441,4821,111,22,130
Placer,6/23/20,10,3,13,753,2,0,62
Solano,6/23/20,23,3,26,707,7,0,46
Contra Costa,6/23/20,37,15,52,1579,8,2,159
Imperial,6/23/20,93,0,93,237,18,0,2
Siskiyou,6/23/20,1,0,1,65,1,0,2
San Mateo,6/24/20,24,5,29,1089,8,3,50
Siskiyou,6/24/20,1,0,1,65,1,0,3
Mono,6/24/20,0,0,0,40,0,0,2
Amador,6/24/20,0,0,0,51,0,0,1
Sutter,6/24/20,0,0,0,14,0,0,
Trinity,6/24/20,0,2,2,54,0,0,
Inyo,6/24/20,0,1,1,42,0,0,4
Tehama,6/24/20,0,0,0,106,0,0,5
Tuolumne,6/24/20,0,0,0,151,0,0,5
Kings,6/24/20,54,0,54,199,9,0,0
Del Norte,6/24/20,1,0,1,51,1,0,0
Merced,6/24/20,14,3,17,242,4,0,2
Santa Barbara,6/24/20,54,3,57,717,20,1,53
Yolo,6/24/20,5,0,5,186,4,0,0
Yuba,6/24/20,5,0,5,445,1,0,7
Lassen,6/24/20,0,0,0,25,0,0,
Orange,6/24/20,437,106,543,6976,161,25,385
San Benito,6/24/20,0,0,0,25,0,0,1
Madera,6/24/20,9,4,13,528,2,0,15
El Dorado,6/24/20,1,0,1,235,1,0,7
San Luis Obispo,6/24/20,6,5,11,484,2,1,37
Imperial,6/24/20,82,0,82,237,14,0,2
Stanislaus,6/24/20,85,17,102,1374,31,0,81
San Diego,6/24/20,333,50,383,6195,152,15,335
Lake,6/24/20,0,1,1,110,0,0,0
San Francisco,6/24/20,46,9,55,2647,17,3,105
Nevada,6/24/20,3,0,3,139,3,0,4
Modoc,6/24/20,0,0,0,41,0,0,
Santa Cruz,6/24/20,6,3,9,397,1,0,12
Plumas,6/24/20,0,0,0,45,0,0,
Glenn,6/24/20,0,0,0,47,0,0,
Ventura,6/24/20,52,34,86,1360,15,8,53
Solano,6/24/20,26,2,28,707,6,0,44
Los Angeles,6/24/20,1676,607,2283,23580,430,93,1259
Napa,6/24/20,6,1,7,397,4,1,0
Mendocino,6/24/20,0,0,0,180,0,0,6
San Bernardino,6/24/20,331,101,432,4821,113,12,131
Butte,6/24/20,6,1,7,448,4,1,8
Mariposa,6/24/20,0,0,0,30,0,0,
Contra Costa,6/24/20,39,19,58,1579,9,4,165
Alameda,6/24/20,89,41,130,2968,31,9,147
Fresno,6/24/20,93,46,139,2113,22,2,86
Sacramento,6/24/20,61,16,77,2491,14,4,97
Placer,6/24/20,8,8,16,753,2,1,54
Marin,6/24/20,14,2,16,390,5,0,9
Riverside,6/24/20,312,125,437,4010,95,27,100
Santa Clara,6/24/20,65,13,78,3438,31,0,215
Monterey,6/24/20,21,4,25,824,9,0,81
Colusa,6/24/20,1,0,1,88,0,0,6
Kern,6/24/20,118,14,132,1742,44,2,80
San Joaquin,6/24/20,89,33,122,1376,25,3,52
Calaveras,6/24/20,0,0,0,50,0,0,11
Shasta,6/24/20,3,0,3,667,1,0,7
Sonoma,6/24/20,7,1,8,871,4,1,55
Tulare,6/24/20,56,3,59,780,9,0,6
Humboldt,6/24/20,1,2,3,352,1,1,2
Solano,6/25/20,25,4,29,707,7,1,45
Placer,6/25/20,8,8,16,753,2,1,50
Contra Costa,6/25/20,42,18,60,1579,12,3,147
Monterey,6/25/20,17,7,24,824,9,2,78
Kings,6/25/20,57,0,57,199,8,0,4
Alameda,6/25/20,91,49,140,2968,34,10,147
El Dorado,6/25/20,1,0,1,235,1,0,11
Siskiyou,6/25/20,1,0,1,65,1,0,5
Yuba,6/25/20,6,0,6,445,2,0,8
Kern,6/25/20,123,14,137,1742,49,2,78
Shasta,6/25/20,4,1,5,667,1,1,1
Inyo,6/25/20,0,0,0,42,0,0,4
San Benito,6/25/20,0,0,0,25,0,0,1
San Francisco,6/25/20,44,10,54,2647,13,4,104
Sonoma,6/25/20,7,4,11,871,4,2,54
Tehama,6/25/20,0,0,0,106,0,0,5
Fresno,6/25/20,103,44,147,2022,23,3,74
San Mateo,6/25/20,22,5,27,1089,10,1,49
Tulare,6/25/20,55,4,59,835,11,0,7
Stanislaus,6/25/20,93,21,114,1374,34,1,94
San Bernardino,6/25/20,338,98,436,4821,116,11,119
Plumas,6/25/20,0,0,0,45,0,0,
Los Angeles,6/25/20,1698,539,2237,23520,440,78,1234
Mariposa,6/25/20,0,0,0,30,0,0,
Tuolumne,6/25/20,1,0,1,151,0,0,1
Lake,6/25/20,0,2,2,110,0,2,1
Lassen,6/25/20,0,0,0,25,0,0,
Butte,6/25/20,6,0,6,448,2,0,5
San Joaquin,6/25/20,101,36,137,1384,25,7,50
Santa Cruz,6/25/20,6,7,13,397,1,1,9
Glenn,6/25/20,0,0,0,47,0,0,
Marin,6/25/20,14,2,16,390,5,1,13
Mendocino,6/25/20,0,0,0,180,0,0,4
Colusa,6/25/20,1,0,1,88,0,0,6
Riverside,6/25/20,319,141,460,4010,105,23,86
Sacramento,6/25/20,73,24,97,2491,20,4,93
Humboldt,6/25/20,1,2,3,352,1,2,1
Santa Clara,6/25/20,68,14,82,3438,26,0,186
Trinity,6/25/20,0,2,2,54,0,0,
Imperial,6/25/20,76,1,77,237,16,0,6
Santa Barbara,6/25/20,55,4,59,717,24,2,50
Madera,6/25/20,9,4,13,528,3,0,10
Nevada,6/25/20,3,1,4,121,3,1,3
Napa,6/25/20,5,0,5,397,4,0,5
Modoc,6/25/20,0,0,0,41,0,0,
Mono,6/25/20,0,0,0,40,0,0,2
Merced,6/25/20,13,1,14,242,6,0,1
Sutter,6/25/20,0,0,0,14,0,0,
Orange,6/25/20,451,95,546,6976,166,23,383
Calaveras,6/25/20,1,1,2,50,1,0,9
San Diego,6/25/20,368,57,425,6148,154,14,294
Amador,6/25/20,0,0,0,51,0,0,1
Del Norte,6/25/20,1,0,1,51,1,0,1
San Luis Obispo,6/25/20,7,1,8,477,4,0,35
Ventura,6/25/20,60,38,98,1357,16,6,57
Yolo,6/25/20,6,0,6,186,4,0,1
Alameda,6/26/20,92,41,133,2968,35,9,123
Amador,6/26/20,0,0,0,51,0,0,0
Merced,6/26/20,15,0,15,242,5,0,4
Modoc,6/26/20,0,1,1,41,0,0,
Trinity,6/26/20,0,1,1,54,0,0,
Lake,6/26/20,0,1,1,110,0,1,1
Kings,6/26/20,58,0,58,199,6,0,6
Santa Clara,6/26/20,66,16,82,3438,26,0,188
San Mateo,6/26/20,20,1,21,1089,8,0,55
Sacramento,6/26/20,73,10,83,2510,19,2,78
San Diego,6/26/20,362,65,427,6176,158,13,310
Solano,6/26/20,28,5,33,707,8,0,39
Orange,6/26/20,467,93,560,6976,179,20,396
Riverside,6/26/20,339,135,474,4028,98,19,103
San Luis Obispo,6/26/20,7,1,8,471,2,0,36
Marin,6/26/20,13,8,21,390,5,0,13
San Bernardino,6/26/20,349,97,446,4821,122,11,115
El Dorado,6/26/20,1,0,1,235,1,0,9
Lassen,6/26/20,0,0,0,25,0,0,
Tuolumne,6/26/20,1,0,1,151,0,0,2
Contra Costa,6/26/20,42,23,65,1579,10,2,132
San Benito,6/26/20,0,0,0,25,0,0,1
Sutter,6/26/20,0,0,0,14,0,0,
Mendocino,6/26/20,0,0,0,180,0,0,6
Imperial,6/26/20,71,3,74,237,15,0,10
Nevada,6/26/20,1,5,6,124,1,1,4
Santa Cruz,6/26/20,8,6,14,397,1,0,9
Stanislaus,6/26/20,101,21,122,1369,35,2,84
Monterey,6/26/20,17,2,19,824,10,0,81
Tulare,6/26/20,58,8,66,835,12,0,11
Sonoma,6/26/20,8,4,12,871,4,1,50
Fresno,6/26/20,107,50,157,2018,24,4,73
San Francisco,6/26/20,54,14,68,2647,18,4,89
Butte,6/26/20,6,0,6,448,1,0,11
San Joaquin,6/26/20,116,36,152,1430,29,6,44
Kern,6/26/20,136,11,147,1742,46,2,73
Shasta,6/26/20,5,1,6,667,2,0,3
Inyo,6/26/20,0,0,0,42,0,0,4
Placer,6/26/20,8,5,13,753,3,0,33
Calaveras,6/26/20,1,1,2,50,1,0,10
Tehama,6/26/20,0,0,0,106,0,0,5
Plumas,6/26/20,0,0,0,45,0,0,
Humboldt,6/26/20,2,3,5,352,0,0,2
Madera,6/26/20,11,2,13,528,0,0,15
Glenn,6/26/20,0,1,1,47,0,0,
Mariposa,6/26/20,0,0,0,30,0,0,
Colusa,6/26/20,1,0,1,88,0,0,6
Los Angeles,6/26/20,1717,579,2296,23565,446,79,1289
Yolo,6/26/20,6,0,6,186,4,0,3
Del Norte,6/26/20,1,0,1,51,1,0,2
Santa Barbara,6/26/20,53,6,59,717,20,1,74
Siskiyou,6/26/20,0,0,0,65,0,0,3
Napa,6/26/20,6,1,7,397,5,0,6
Yuba,6/26/20,5,1,6,445,1,0,15
Ventura,6/26/20,62,38,100,1355,18,6,57
Mono,6/26/20,0,0,0,40,0,0,1
Mono,6/27/20,0,0,0,40,0,0,2
Siskiyou,6/27/20,0,0,0,65,0,0,5
Amador,6/27/20,0,0,0,51,0,0,0
Santa Clara,6/27/20,77,18,95,3438,28,1,185
Shasta,6/27/20,5,0,5,667,1,0,3
Yolo,6/27/20,5,1,6,186,1,1,4
Stanislaus,6/27/20,98,31,129,1364,33,2,86
Butte,6/27/20,5,0,5,448,2,0,5
Santa Cruz,6/27/20,9,6,15,397,1,0,4
Calaveras,6/27/20,1,0,1,50,1,0,9
San Bernardino,6/27/20,353,79,432,4821,130,9,124
Sacramento,6/27/20,77,17,94,2438,20,8,79
Yuba,6/27/20,6,0,6,445,1,0,8
Tuolumne,6/27/20,1,1,2,151,0,1,3
Contra Costa,6/27/20,38,25,63,1579,10,3,130
Tehama,6/27/20,0,0,0,106,0,0,3
Riverside,6/27/20,340,145,485,3980,108,23,88
Sonoma,6/27/20,10,3,13,871,5,3,49
San Joaquin,6/27/20,126,28,154,1430,30,7,47
Placer,6/27/20,11,3,14,753,3,0,36
Glenn,6/27/20,0,1,1,47,0,0,
Solano,6/27/20,31,5,36,707,9,0,39
Modoc,6/27/20,0,0,0,41,0,0,
El Dorado,6/27/20,1,1,2,235,1,1,9
Lassen,6/27/20,0,0,0,25,0,0,
Madera,6/27/20,12,10,22,528,0,0,15
Nevada,6/27/20,1,3,4,126,1,1,7
Ventura,6/27/20,65,41,106,1348,16,9,46
Del Norte,6/27/20,1,0,1,51,0,0,0
San Benito,6/27/20,0,0,0,25,0,0,2
Colusa,6/27/20,1,1,2,88,0,0,6
San Mateo,6/27/20,23,4,27,1089,8,1,54
Marin,6/27/20,12,2,14,390,5,0,16
Trinity,6/27/20,0,1,1,54,0,0,
Monterey,6/27/20,19,2,21,824,11,0,84
Fresno,6/27/20,111,53,164,2016,27,2,73
Napa,6/27/20,7,1,8,397,5,0,1
Kings,6/27/20,54,1,55,199,6,0,5
Inyo,6/27/20,0,0,0,42,0,0,3
Lake,6/27/20,0,3,3,110,0,2,0
San Luis Obispo,6/27/20,8,3,11,470,2,0,38
San Francisco,6/27/20,56,16,72,2647,21,4,103
Merced,6/27/20,15,0,15,242,6,0,3
Los Angeles,6/27/20,1710,606,2316,23683,443,80,1244
Orange,6/27/20,492,103,595,6976,170,22,401
Mariposa,6/27/20,0,0,0,30,0,0,
Alameda,6/27/20,99,40,139,2968,36,11,115
Mendocino,6/27/20,0,0,0,180,0,0,5
Santa Barbara,6/27/20,60,5,65,717,21,1,70
Imperial,6/27/20,77,2,79,237,17,0,8
Humboldt,6/27/20,1,3,4,352,0,1,1
Kern,6/27/20,142,34,176,1742,42,10,70
